event_name,stage,gender,venue,participant_code,participant_name,participant_country_code,position,result,result_type
Men's 100m,Preliminary Round - Heat 2,M,Stade de France,4978819,HOWELL Davonte,CAY,1,10.31,TIME
Men's 100m,Preliminary Round - Heat 2,M,Stade de France,1543943,MATSENJWA Sibusiso,SWZ,2,10.39,TIME
Men's 100m,Preliminary Round - Heat 2,M,Stade de France,1564809,KIKI Didier,BEN,3,10.76,TIME
Men's 100m,Preliminary Round - Heat 2,M,Stade de France,4674332,TOUMANDJI Herve,CAF,4,10.76,TIME
Men's 100m,Preliminary Round - Heat 2,M,Stade de France,1564340,KANIWETE Kenaz,KIR,5,11.29,TIME
Men's 100m,Preliminary Round - Heat 2,M,Stade de France,1963004,PESIC Darko,MNE,6,11.85,TIME
Men's 100m,Preliminary Round - Heat 3,M,Stade de France,1552024,BIBI Gary Noa Jerrel,MRI,1,10.27,TIME
Men's 100m,Preliminary Round - Heat 3,M,Stade de France,1557220,BURRAJ Franko,ALB,2,10.6,TIME
Men's 100m,Preliminary Round - Heat 3,M,Stade de France,1566898,MUZRAPOV Favoris,TJK,3,10.6,TIME
Men's 100m,Preliminary Round - Heat 3,M,Stade de France,1965999,DIU Felix Chun Hei,HKG,4,10.62,TIME
Men's 100m,Preliminary Round - Heat 3,M,Stade de France,1967486,GARCIA Melique,HON,5,10.76,TIME
Men's 100m,Preliminary Round - Heat 3,M,Stade de France,1976100,GARDINER Rija Vatomanga,MAD,6,10.82,TIME
Men's 100m,Preliminary Round - Heat 3,M,Stade de France,1541606,ATAIDE Manuel,TLS,7,11.35,TIME
Men's 100m,Preliminary Round - Heat 3,M,Stade de France,3539612,AL-YAFAEE Samer,YEM,8,11.54,TIME
Men's 100m,Preliminary Round - Heat 1,M,Stade de France,1533176,CAMARA Ebrahima,GAM,1,10.29,TIME
Men's 100m,Preliminary Round - Heat 1,M,Stade de France,1551159,FAHMI Muhd Azeem,MAS,2,10.42,TIME
Men's 100m,Preliminary Round - Heat 1,M,Stade de France,1572093,LOUIS Marc Brian,SGP,3,10.43,TIME
Men's 100m,Preliminary Round - Heat 1,M,Stade de France,1543197,NOOR ZAHI Sha Mahmood,AFG,4,10.64,TIME
Men's 100m,Preliminary Round - Heat 1,M,Stade de France,1564230,CAMARA Seco,GBS,5,10.76,TIME
Men's 100m,Preliminary Round - Heat 1,M,Stade de France,1944598,REED William,MHL,6,11.29,TIME
Men's 100m,Preliminary Round - Heat 1,M,Stade de France,1897299,MAIBUCA Karalo Hepoiteloto,TUV,7,11.3,TIME
Men's 100m,Preliminary Round - Heat 5,M,Stade de France,1536925,HARRIS Naquille,SKN,1,10.33,TIME
Men's 100m,Preliminary Round - Heat 5,M,Stade de France,1936309,ZOHRI Lalu Muhammad,INA,2,10.35,TIME
Men's 100m,Preliminary Round - Heat 5,M,Stade de France,1966034,MULAMBA Dominique Lasconi,COD,3,10.54,TIME
Men's 100m,Preliminary Round - Heat 5,M,Stade de France,1545966,SISSOKO Fode,MLI,4,10.66,TIME
Men's 100m,Preliminary Round - Heat 5,M,Stade de France,1566535,GREEN Joseph,GUM,5,10.85,TIME
Men's 100m,Preliminary Round - Heat 5,M,Stade de France,1968309,KAKIOUEA Winzar,NRU,6,11.15,TIME
Men's 100m,Preliminary Round - Heat 5,M,Stade de France,3559388,SANTANDER VILLARUBIA Remigio,GEQ,7,11.65,TIME
Men's 100m,Preliminary Round - Heat 5,M,Stade de France,1955807,FUKOFUKA Maleselo,TGA,8,12.11,TIME
Men's 100m,Preliminary Round - Heat 4,M,Stade de France,3544811,BORZOR Christopher,HAI,1,10.26,TIME
Men's 100m,Preliminary Round - Heat 4,M,Stade de France,1938524,SANTOS Marcos,ANG,2,10.31,TIME
Men's 100m,Preliminary Round - Heat 4,M,Stade de France,1533208,MAAROUFOU Hachim,COM,3,10.44,TIME
Men's 100m,Preliminary Round - Heat 4,M,Stade de France,1536233,YASEEN Taha Hussein,IRQ,4,10.51,TIME
Men's 100m,Preliminary Round - Heat 4,M,Stade de France,1568137,ADAM Ibadulla,MDV,5,10.55,TIME
Men's 100m,Preliminary Round - Heat 4,M,Stade de France,1562077,GILL Shaun,BIZ,6,11.17,TIME
Men's 100m,Preliminary Round - Heat 4,M,Stade de France,1550219,FITI Scott James,FSM,7,11.61,TIME
Men's 100m,Preliminary Round - Heat 4,M,Stade de France,1550108,ESSABAI Ahmed,LBA,8,11.89,TIME
Men's 100m,Preliminary Round - Heat 6,M,Stade de France,3205098,DELISER ESPINOSA Arturo Harmodio,PAN,1,10.34,TIME
Men's 100m,Preliminary Round - Heat 6,M,Stade de France,3858909,SICOBO Dylan,SEY,2,10.51,TIME
Men's 100m,Preliminary Round - Heat 6,M,Stade de France,1543418,HOYE YENDA MOUKOULA Wissy Frank,GAB,3,10.59,TIME
Men's 100m,Preliminary Round - Heat 6,M,Stade de France,1930234,LISSE Jalen,SUR,4,10.64,TIME
Men's 100m,Preliminary Round - Heat 6,M,Stade de France,1941804,GRILLO Beppe,MLT,5,10.69,TIME
Men's 100m,Preliminary Round - Heat 6,M,Stade de France,1552318,RAHMAN Imranur,BAN,6,10.73,TIME
Men's 100m,Preliminary Round - Heat 6,M,Stade de France,1565546,TEWA Waisake,FIJ,7,10.73,TIME
Men's 100m,Preliminary Round - Heat 6,M,Stade de France,1926733,AR-RASYID Muhd Noor Firdaus,BRU,8,10.86,TIME
Men's 100m,Round 1 - Heat 1,M,Stade de France,1980161,THOMPSON Kishane,JAM,1,10,TIME
Men's 100m,Round 1 - Heat 1,M,Stade de France,1964967,AZAMATI Benjamin,GHA,2,10.08,TIME
Men's 100m,Round 1 - Heat 1,M,Stade de France,1562839,ESPINOSA Reynaldo R.,CUB,3,10.11,TIME
Men's 100m,Round 1 - Heat 1,M,Stade de France,1951967,BARDI Felipe,BRA,4,10.18,TIME
Men's 100m,Round 1 - Heat 1,M,Stade de France,1919832,HIGASHIDA Akihiro,JPN,5,10.19,TIME
Men's 100m,Round 1 - Heat 1,M,Stade de France,1936309,ZOHRI Lalu Muhammad,INA,6,10.26,TIME
Men's 100m,Round 1 - Heat 1,M,Stade de France,1566227,OZER Kayhan,TUR,7,10.34,TIME
Men's 100m,Round 1 - Heat 1,M,Stade de France,1543943,MATSENJWA Sibusiso,SWZ,8,10.39,TIME
Men's 100m,Round 1 - Heat 2,M,Stade de France,1928040,OMANYALA Ferdinand,KEN,1,10.08,TIME
Men's 100m,Round 1 - Heat 2,M,Stade de France,1552156,ALI Chituru,ITA,2,10.12,TIME
Men's 100m,Round 1 - Heat 2,M,Stade de France,1920122,HARTMANN Joshua,GER,3,10.16,TIME
Men's 100m,Round 1 - Heat 2,M,Stade de France,1939801,AZZOPARDI Joshua,AUS,4,10.2,TIME
Men's 100m,Round 1 - Heat 2,M,Stade de France,1907968,AUGUSTINE Devin,TTO,5,10.31,TIME
Men's 100m,Round 1 - Heat 2,M,Stade de France,1951946,CARDOSO Erik,BRA,6,10.35,TIME
Men's 100m,Round 1 - Heat 2,M,Stade de France,3205098,DELISER ESPINOSA Arturo Harmodio,PAN,7,10.35,TIME
Men's 100m,Round 1 - Heat 2,M,Stade de France,4663942,RENTERIA JIMENEZ Jhonny,COL,8,10.38,TIME
Men's 100m,Round 1 - Heat 2,M,Stade de France,1551159,FAHMI Muhd Azeem,MAS,9,10.45,TIME
Men's 100m,Round 1 - Heat 3,M,Stade de France,3557190,HINCHLIFFE Louie,GBR,1,9.98,TIME
Men's 100m,Round 1 - Heat 3,M,Stade de France,1960173,LYLES Noah,USA,2,10.04,TIME
Men's 100m,Round 1 - Heat 3,M,Stade de France,1981059,MASWANGANYI Shaun,RSA,3,10.06,TIME
Men's 100m,Round 1 - Heat 3,M,Stade de France,1918943,XIE Zhenye,CHN,4,10.16,TIME
Men's 100m,Round 1 - Heat 3,M,Stade de France,1920355,ANSAH Owen,GER,5,10.22,TIME
Men's 100m,Round 1 - Heat 3,M,Stade de France,1969769,AL BALUSHI Ali Anwar Ali,OMA,6,10.26,TIME
Men's 100m,Round 1 - Heat 3,M,Stade de France,1536925,HARRIS Naquille,SKN,7,10.38,TIME
Men's 100m,Round 1 - Heat 3,M,Stade de France,1563782,FUCHS Markus,AUT,8,10.59,TIME
Men's 100m,Round 1 - Heat 3,M,Stade de France,3858909,SICOBO Dylan,SEY,9,10.62,TIME
Men's 100m,Round 1 - Heat 6,M,Stade de France,1981055,SIMBINE Akani,RSA,1,10.03,TIME
Men's 100m,Round 1 - Heat 6,M,Stade de France,1555502,BLAKE Ackeem,JAM,2,10.06,TIME
Men's 100m,Round 1 - Heat 6,M,Stade de France,1567649,BRATHWAITE Rikkoi,IVB,3,10.13,TIME
Men's 100m,Round 1 - Heat 6,M,Stade de France,1533176,CAMARA Ebrahima,GAM,4,10.21,TIME
Men's 100m,Round 1 - Heat 6,M,Stade de France,1981766,McCOY Wanya,BAH,5,10.24,TIME
Men's 100m,Round 1 - Heat 6,M,Stade de France,1939851,BROWNING Rohan,AUS,6,10.29,TIME
Men's 100m,Round 1 - Heat 6,M,Stade de France,1895315,HANSEN Simon,DEN,7,10.39,TIME
Men's 100m,Round 1 - Heat 6,M,Stade de France,1539505,ARCHIBALD Emanuel,GUY,8,10.4,TIME
Men's 100m,Round 1 - Heat 6,M,Stade de France,1533208,MAAROUFOU Hachim,COM,9,10.52,TIME
Men's 100m,Round 1 - Heat 8,M,Stade de France,1960958,KERLEY Fred,USA,1,9.97,TIME
Men's 100m,Round 1 - Heat 8,M,Stade de France,1936983,TEBOGO Letsile,BOT,2,10.01,TIME
Men's 100m,Round 1 - Heat 8,M,Stade de France,1924431,HUGHES Zharnel,GBR,3,10.03,TIME
Men's 100m,Round 1 - Heat 8,M,Stade de France,1555554,GREENE Cejhae,ANT,4,10.17,TIME
Men's 100m,Round 1 - Heat 8,M,Stade de France,3544811,BORZOR Christopher,HAI,5,10.28,TIME
Men's 100m,Round 1 - Heat 8,M,Stade de France,1538504,CISSE Arthur,CIV,6,10.31,TIME
Men's 100m,Round 1 - Heat 8,M,Stade de France,1966034,MULAMBA Dominique Lasconi,COD,7,10.53,TIME
Men's 100m,Round 1 - Heat 8,M,Stade de France,1894539,KELETELA Dorian,EOR,8,10.58,TIME
Men's 100m,Round 1 - Heat 7,M,Stade de France,1960659,BEDNAREK Kenneth,USA,1,9.97,TIME
Men's 100m,Round 1 - Heat 7,M,Stade de France,1956016,ESEME Emmanuel,CMR,2,9.98,TIME
Men's 100m,Round 1 - Heat 7,M,Stade de France,1974096,De GRASSE Andre,CAN,3,10.07,TIME
Men's 100m,Round 1 - Heat 7,M,Stade de France,1897809,MATADI Emmanuel,LBR,4,10.08,TIME
Men's 100m,Round 1 - Heat 7,M,Stade de France,1921596,SAKAI Ryuichiro,JPN,5,10.17,TIME
Men's 100m,Round 1 - Heat 7,M,Stade de France,1552024,BIBI Gary Noa Jerrel,MRI,6,10.19,TIME
Men's 100m,Round 1 - Heat 7,M,Stade de France,1535506,LONGA Ronal,COL,7,10.29,TIME
Men's 100m,Round 1 - Heat 7,M,Stade de France,1950120,GONZALEZ Jose,DOM,8,10.4,TIME
Men's 100m,Round 1 - Heat 7,M,Stade de France,1536233,YASEEN Taha Hussein,IRQ,9,10.5,TIME
Men's 100m,Round 1 - Heat 4,M,Stade de France,1567483,SEVILLE Oblique,JAM,1,9.99,TIME
Men's 100m,Round 1 - Heat 4,M,Stade de France,1921599,SANI BROWN Abdul Hakim,JPN,2,10.02,TIME
Men's 100m,Round 1 - Heat 4,M,Stade de France,1927087,BOONSON Puripol,THA,3,10.13,TIME
Men's 100m,Round 1 - Heat 4,M,Stade de France,1969351,ASHE Favour Oghene Tejiri,NGR,4,10.16,TIME
Men's 100m,Round 1 - Heat 4,M,Stade de France,1974049,ASEMOTA Duan,CAN,5,10.17,TIME
Men's 100m,Round 1 - Heat 4,M,Stade de France,1981393,JONES Terrence,BAH,6,10.31,TIME
Men's 100m,Round 1 - Heat 4,M,Stade de France,1938524,SANTOS Marcos,ANG,7,10.4,TIME
Men's 100m,Round 1 - Heat 4,M,Stade de France,1557220,BURRAJ Franko,ALB,8,10.66,TIME
Men's 100m,Round 1 - Heat 4,M,Stade de France,1573019,WDOWIK Oliwer,POL,9,11.53,TIME
Men's 100m,Round 1 - Heat 5,M,Stade de France,1969332,AJAYI Kayinsola,NGR,1,10.02,TIME
Men's 100m,Round 1 - Heat 5,M,Stade de France,1552167,JACOBS Lamont Marcell,ITA,2,10.05,TIME
Men's 100m,Round 1 - Heat 5,M,Stade de France,1980783,SAMINU Abdul-Rasheed,GHA,3,10.06,TIME
Men's 100m,Round 1 - Heat 5,M,Stade de France,1981060,RICHARDSON Benjamin,RSA,4,10.06,TIME
Men's 100m,Round 1 - Heat 5,M,Stade de France,1536701,TAFTIAN Hassan,IRI,5,10.18,TIME
Men's 100m,Round 1 - Heat 5,M,Stade de France,4978819,HOWELL Davonte,CAY,6,10.24,TIME
Men's 100m,Round 1 - Heat 5,M,Stade de France,1569233,LARSSON Henrik,SWE,7,10.24,TIME
Men's 100m,Round 1 - Heat 5,M,Stade de France,1952123,CAMILO Paulo Andre,BRA,8,10.46,TIME
Men's 100m,Semi-Final 1,M,Stade de France,1567483,SEVILLE Oblique,JAM,1,9.81,TIME
Men's 100m,Semi-Final 1,M,Stade de France,1960173,LYLES Noah,USA,2,9.83,TIME
Men's 100m,Semi-Final 1,M,Stade de France,3557190,HINCHLIFFE Louie,GBR,3,9.97,TIME
Men's 100m,Semi-Final 1,M,Stade de France,1956016,ESEME Emmanuel,CMR,4,10,TIME
Men's 100m,Semi-Final 1,M,Stade de France,1981059,MASWANGANYI Shaun,RSA,5,10.02,TIME
Men's 100m,Semi-Final 1,M,Stade de France,1969351,ASHE Favour Oghene Tejiri,NGR,6,10.08,TIME
Men's 100m,Semi-Final 1,M,Stade de France,1552156,ALI Chituru,ITA,7,10.14,TIME
Men's 100m,Semi-Final 1,M,Stade de France,1567649,BRATHWAITE Rikkoi,IVB,8,10.15,TIME
Men's 100m,Semi-Final 1,M,Stade de France,1964967,AZAMATI Benjamin,GHA,9,10.17,TIME
Men's 100m,Semi-Final 3,M,Stade de France,1980161,THOMPSON Kishane,JAM,1,9.8,TIME
Men's 100m,Semi-Final 3,M,Stade de France,1960958,KERLEY Fred,USA,2,9.84,TIME
Men's 100m,Semi-Final 3,M,Stade de France,1981060,RICHARDSON Benjamin,RSA,3,9.95,TIME
Men's 100m,Semi-Final 3,M,Stade de France,1921599,SANI BROWN Abdul Hakim,JPN,4,9.96,TIME
Men's 100m,Semi-Final 3,M,Stade de France,1974096,De GRASSE Andre,CAN,5,9.98,TIME
Men's 100m,Semi-Final 3,M,Stade de France,1924431,HUGHES Zharnel,GBR,6,10.01,TIME
Men's 100m,Semi-Final 3,M,Stade de France,1980783,SAMINU Abdul-Rasheed,GHA,7,10.05,TIME
Men's 100m,Semi-Final 3,M,Stade de France,1928040,OMANYALA Ferdinand,KEN,8,10.08,TIME
Men's 100m,Semi-Final 3,M,Stade de France,1927087,BOONSON Puripol,THA,9,10.14,TIME
Men's 100m,Semi-Final 2,M,Stade de France,1981055,SIMBINE Akani,RSA,1,9.87,TIME
Men's 100m,Semi-Final 2,M,Stade de France,1936983,TEBOGO Letsile,BOT,2,9.91,TIME
Men's 100m,Semi-Final 2,M,Stade de France,1552167,JACOBS Lamont Marcell,ITA,3,9.92,TIME
Men's 100m,Semi-Final 2,M,Stade de France,1960659,BEDNAREK Kenneth,USA,4,9.93,TIME
Men's 100m,Semi-Final 2,M,Stade de France,1555502,BLAKE Ackeem,JAM,5,10.06,TIME
Men's 100m,Semi-Final 2,M,Stade de France,1969332,AJAYI Kayinsola,NGR,6,10.13,TIME
Men's 100m,Semi-Final 2,M,Stade de France,1920122,HARTMANN Joshua,GER,7,10.16,TIME
Men's 100m,Semi-Final 2,M,Stade de France,1897809,MATADI Emmanuel,LBR,8,10.18,TIME
Men's 100m,Semi-Final 2,M,Stade de France,1562839,ESPINOSA Reynaldo R.,CUB,9,10.21,TIME
Men's 100m,Final,M,Stade de France,1960173,LYLES Noah,USA,1,9.79,TIME
Men's 100m,Final,M,Stade de France,1980161,THOMPSON Kishane,JAM,2,9.79,TIME
Men's 100m,Final,M,Stade de France,1960958,KERLEY Fred,USA,3,9.81,TIME
Men's 100m,Final,M,Stade de France,1981055,SIMBINE Akani,RSA,4,9.82,TIME
Men's 100m,Final,M,Stade de France,1552167,JACOBS Lamont Marcell,ITA,5,9.85,TIME
Men's 100m,Final,M,Stade de France,1936983,TEBOGO Letsile,BOT,6,9.86,TIME
Men's 100m,Final,M,Stade de France,1960659,BEDNAREK Kenneth,USA,7,9.88,TIME
Men's 100m,Final,M,Stade de France,1567483,SEVILLE Oblique,JAM,8,9.91,TIME
Men's 110m Hurdles,Round 1 - Heat 5,M,Stade de France,1960961,HOLLOWAY Grant,USA,1,13.01,TIME
Men's 110m Hurdles,Round 1 - Heat 5,M,Stade de France,1901251,BROADBELL Rasheed,JAM,2,13.42,TIME
Men's 110m Hurdles,Round 1 - Heat 5,M,Stade de France,1911800,ZHOYA Sasha,FRA,3,13.43,TIME
Men's 110m Hurdles,Round 1 - Heat 5,M,Stade de France,1921771,TAKAYAMA Shunya,JPN,4,13.46,TIME
Men's 110m Hurdles,Round 1 - Heat 5,M,Stade de France,1939864,WILLIS Tayleb,AUS,5,13.63,TIME
Men's 110m Hurdles,Round 1 - Heat 5,M,Stade de France,1919026,QIN Weibo,CHN,6,13.64,TIME
Men's 110m Hurdles,Round 1 - Heat 5,M,Stade de France,1904332,LAKKA Elmo,FIN,7,13.84,TIME
Men's 110m Hurdles,Round 1 - Heat 1,M,Stade de France,1921545,MURATAKE Rachid,JPN,1,13.22,TIME
Men's 110m Hurdles,Round 1 - Heat 1,M,Stade de France,1904157,LLOPIS Enrique,ESP,2,13.28,TIME
Men's 110m Hurdles,Round 1 - Heat 1,M,Stade de France,1951948,RODRIGUES Eduardo,BRA,3,13.37,TIME
Men's 110m Hurdles,Round 1 - Heat 1,M,Stade de France,1920412,MORDI Manuel,GER,4,13.48,TIME
Men's 110m Hurdles,Round 1 - Heat 1,M,Stade de France,1911855,MOHAMED Raphael,FRA,5,13.61,TIME
Men's 110m Hurdles,Round 1 - Heat 1,M,Stade de France,1981602,CABANG John,PHI,6,13.66,TIME
Men's 110m Hurdles,Round 1 - Heat 1,M,Stade de France,1573015,SZYMANSKI Jakub,POL,7,13.75,TIME
Men's 110m Hurdles,Round 1 - Heat 1,M,Stade de France,1933316,SAENZ de SANTA MARIA Martin,CHI,8,13.83,TIME
Men's 110m Hurdles,Round 1 - Heat 2,M,Stade de France,1560182,MENDY Louis Francois,SEN,1,13.31,TIME
Men's 110m Hurdles,Round 1 - Heat 2,M,Stade de France,1563011,BENNETT Orlando,JAM,2,13.35,TIME
Men's 110m Hurdles,Round 1 - Heat 2,M,Stade de France,1895586,OBASUYI Michael,BEL,3,13.41,TIME
Men's 110m Hurdles,Round 1 - Heat 2,M,Stade de France,1904166,MARTINEZ Asier,ESP,4,13.47,TIME
Men's 110m Hurdles,Round 1 - Heat 2,M,Stade de France,1963584,BOUANANI Amine,ALG,5,13.58,TIME
Men's 110m Hurdles,Round 1 - Heat 2,M,Stade de France,1563781,DIESSL Enzo,AUT,6,13.63,TIME
Men's 110m Hurdles,Round 1 - Heat 2,M,Stade de France,1933512,YEFREMOV David,KAZ,7,13.88,TIME
Men's 110m Hurdles,Round 1 - Heat 2,M,Stade de France,1960146,CRITTENDEN Freddie,USA,8,18.27,TIME
Men's 110m Hurdles,Repechage - Heat 1,M,Stade de France,1960146,CRITTENDEN Freddie,USA,1,13.42,TIME
Men's 110m Hurdles,Repechage - Heat 1,M,Stade de France,1904166,MARTINEZ Asier,ESP,2,13.46,TIME
Men's 110m Hurdles,Repechage - Heat 1,M,Stade de France,1919024,LIU Junxi,CHN,3,13.52,TIME
Men's 110m Hurdles,Repechage - Heat 1,M,Stade de France,1563781,DIESSL Enzo,AUT,4,13.56,TIME
Men's 110m Hurdles,Repechage - Heat 1,M,Stade de France,1974324,THORNE Craig,CAN,5,13.62,TIME
Men's 110m Hurdles,Repechage - Heat 1,M,Stade de France,1573102,KILJAN Krzysztof,POL,6,13.73,TIME
Men's 110m Hurdles,Repechage - Heat 1,M,Stade de France,1904332,LAKKA Elmo,FIN,7,13.75,TIME
Men's 110m Hurdles,Repechage - Heat 3,M,Stade de France,1919026,QIN Weibo,CHN,1,13.44,TIME
Men's 110m Hurdles,Repechage - Heat 3,M,Stade de France,1910634,BELOCIAN Wilhem,FRA,2,13.45,TIME
Men's 110m Hurdles,Repechage - Heat 3,M,Stade de France,1921771,TAKAYAMA Shunya,JPN,3,13.45,TIME
Men's 110m Hurdles,Repechage - Heat 3,M,Stade de France,1573015,SZYMANSKI Jakub,POL,4,13.63,TIME
Men's 110m Hurdles,Repechage - Heat 3,M,Stade de France,1939864,WILLIS Tayleb,AUS,5,13.67,TIME
Men's 110m Hurdles,Repechage - Heat 3,M,Stade de France,1933316,SAENZ de SANTA MARIA Martin,CHI,6,13.95,TIME
Men's 110m Hurdles,Repechage - Heat 3,M,Stade de France,1895553,BACARI Elie,BEL,7,14.13,TIME
Men's 110m Hurdles,Round 1 - Heat 4,M,Stade de France,1977667,JOSEPH Jason,SUI,1,13.26,TIME
Men's 110m Hurdles,Round 1 - Heat 4,M,Stade de France,1568468,SIMONELLI Lorenzo Ndele,ITA,2,13.27,TIME
Men's 110m Hurdles,Round 1 - Heat 4,M,Stade de France,1919880,IZUMIYA Shunsuke,JPN,3,13.27,TIME
Men's 110m Hurdles,Round 1 - Heat 4,M,Stade de France,1924471,OJORA Tade,GBR,4,13.35,TIME
Men's 110m Hurdles,Round 1 - Heat 4,M,Stade de France,1910634,BELOCIAN Wilhem,FRA,5,13.48,TIME
Men's 110m Hurdles,Round 1 - Heat 4,M,Stade de France,1919024,LIU Junxi,CHN,6,13.54,TIME
Men's 110m Hurdles,Round 1 - Heat 4,M,Stade de France,1895553,BACARI Elie,BEL,7,13.66,TIME
Men's 110m Hurdles,Round 1 - Heat 4,M,Stade de France,1573064,CZYKIER Damian,POL,8,13.99,TIME
Men's 110m Hurdles,Round 1 - Heat 3,M,Stade de France,1919029,XU Zhuoyi,CHN,1,13.4,TIME
Men's 110m Hurdles,Round 1 - Heat 3,M,Stade de France,1908169,ANDREWS Antoine,BAH,2,13.43,TIME
Men's 110m Hurdles,Round 1 - Heat 3,M,Stade de France,1965223,ROBERTS Daniel,USA,3,13.43,TIME
Men's 110m Hurdles,Round 1 - Heat 3,M,Stade de France,1561773,TRAJKOVIC Milan,CYP,4,13.43,TIME
Men's 110m Hurdles,Round 1 - Heat 3,M,Stade de France,1567466,PARCHMENT Hansle,JAM,5,13.43,TIME
Men's 110m Hurdles,Round 1 - Heat 3,M,Stade de France,1952134,PEREIRA Rafael,BRA,6,13.47,TIME
Men's 110m Hurdles,Round 1 - Heat 3,M,Stade de France,1974324,THORNE Craig,CAN,7,13.6,TIME
Men's 110m Hurdles,Round 1 - Heat 3,M,Stade de France,1573102,KILJAN Krzysztof,POL,8,13.67,TIME
Men's 110m Hurdles,Repechage - Heat 2,M,Stade de France,1952134,PEREIRA Rafael,BRA,1,13.54,TIME
Men's 110m Hurdles,Repechage - Heat 2,M,Stade de France,1911855,MOHAMED Raphael,FRA,2,13.54,TIME
Men's 110m Hurdles,Repechage - Heat 2,M,Stade de France,1963584,BOUANANI Amine,ALG,3,13.54,TIME
Men's 110m Hurdles,Repechage - Heat 2,M,Stade de France,1920412,MORDI Manuel,GER,4,13.55,TIME
Men's 110m Hurdles,Repechage - Heat 2,M,Stade de France,1573064,CZYKIER Damian,POL,5,13.71,TIME
Men's 110m Hurdles,Semi-Final 2,M,Stade de France,1901251,BROADBELL Rasheed,JAM,1,13.21,TIME
Men's 110m Hurdles,Semi-Final 2,M,Stade de France,1960146,CRITTENDEN Freddie,USA,2,13.23,TIME
Men's 110m Hurdles,Semi-Final 2,M,Stade de France,1560182,MENDY Louis Francois,SEN,3,13.34,TIME
Men's 110m Hurdles,Semi-Final 2,M,Stade de France,1911800,ZHOYA Sasha,FRA,3,13.34,TIME
Men's 110m Hurdles,Semi-Final 2,M,Stade de France,1568468,SIMONELLI Lorenzo Ndele,ITA,5,13.38,TIME
Men's 110m Hurdles,Semi-Final 2,M,Stade de France,1977667,JOSEPH Jason,SUI,6,13.43,TIME
Men's 110m Hurdles,Semi-Final 2,M,Stade de France,1924471,OJORA Tade,GBR,7,13.47,TIME
Men's 110m Hurdles,Semi-Final 2,M,Stade de France,1952134,PEREIRA Rafael,BRA,8,13.87,TIME
Men's 110m Hurdles,Semi-Final 3,M,Stade de France,1563011,BENNETT Orlando,JAM,1,13.09,TIME
Men's 110m Hurdles,Semi-Final 3,M,Stade de France,1965223,ROBERTS Daniel,USA,2,13.1,TIME
Men's 110m Hurdles,Semi-Final 3,M,Stade de France,1919880,IZUMIYA Shunsuke,JPN,3,13.32,TIME
Men's 110m Hurdles,Semi-Final 3,M,Stade de France,1561773,TRAJKOVIC Milan,CYP,3,13.32,TIME
Men's 110m Hurdles,Semi-Final 3,M,Stade de France,1904166,MARTINEZ Asier,ESP,5,13.35,TIME
Men's 110m Hurdles,Semi-Final 3,M,Stade de France,1951948,RODRIGUES Eduardo,BRA,6,13.44,TIME
Men's 110m Hurdles,Semi-Final 3,M,Stade de France,1919029,XU Zhuoyi,CHN,7,13.48,TIME
Men's 110m Hurdles,Semi-Final 3,M,Stade de France,1910634,BELOCIAN Wilhem,FRA,8,13.52,TIME
Men's 110m Hurdles,Semi-Final 1,M,Stade de France,1960961,HOLLOWAY Grant,USA,1,12.98,TIME
Men's 110m Hurdles,Semi-Final 1,M,Stade de France,1904157,LLOPIS Enrique,ESP,2,13.17,TIME
Men's 110m Hurdles,Semi-Final 1,M,Stade de France,1567466,PARCHMENT Hansle,JAM,3,13.19,TIME
Men's 110m Hurdles,Semi-Final 1,M,Stade de France,1921545,MURATAKE Rachid,JPN,4,13.26,TIME
Men's 110m Hurdles,Semi-Final 1,M,Stade de France,1895586,OBASUYI Michael,BEL,5,13.36,TIME
Men's 110m Hurdles,Semi-Final 1,M,Stade de France,1919026,QIN Weibo,CHN,6,13.41,TIME
Men's 110m Hurdles,Semi-Final 1,M,Stade de France,1911855,MOHAMED Raphael,FRA,7,13.41,TIME
Men's 110m Hurdles,Semi-Final 1,M,Stade de France,1908169,ANDREWS Antoine,BAH,8,13.43,TIME
Men's 110m Hurdles,Final,M,Stade de France,1960961,HOLLOWAY Grant,USA,1,12.99,TIME
Men's 110m Hurdles,Final,M,Stade de France,1965223,ROBERTS Daniel,USA,2,13.09,TIME
Men's 110m Hurdles,Final,M,Stade de France,1901251,BROADBELL Rasheed,JAM,3,13.09,TIME
Men's 110m Hurdles,Final,M,Stade de France,1904157,LLOPIS Enrique,ESP,4,13.2,TIME
Men's 110m Hurdles,Final,M,Stade de France,1921545,MURATAKE Rachid,JPN,5,13.21,TIME
Men's 110m Hurdles,Final,M,Stade de France,1960146,CRITTENDEN Freddie,USA,6,13.32,TIME
Men's 110m Hurdles,Final,M,Stade de France,1563011,BENNETT Orlando,JAM,7,13.34,TIME
Men's 110m Hurdles,Final,M,Stade de France,1567466,PARCHMENT Hansle,JAM,8,13.39,TIME
Men's 200m,Round 1 - Heat 1,M,Stade de France,1897817,FAHNBULLEH Joseph,LBR,1,20.2,TIME
Men's 200m,Round 1 - Heat 1,M,Stade de France,1552162,DESALU Eseosa Fostine,ITA,2,20.26,TIME
Men's 200m,Round 1 - Heat 1,M,Stade de France,1981061,van NIEKERK Wayde,RSA,3,20.42,TIME
