code,name,gender,country_code,events,birth_date,coach
1572626,BAH Halimatou,F,FRA,['Women'],21/12/2003,National: Emile Rousseaux (BEL)
1572627,GICQUEL Lucille,F,FRA,['Women'],13/11/1997,Club: Giulio Bregoli (ITA).<br>National: Emile Rousseaux (BEL)
1572645,SCHALK Maeva,F,FRA,['Women'],14/12/2005,National: Emile Rousseaux (FRA).<br>Club: Danilo Pejovic (SRB)
1572646,NDIAYE Iman,F,FRA,['Women'],13/1/2002,National: Emile Rousseaux (BEL)
1572823,AYALE Gashau,M,ISR,"[""Men's Marathon""]",22/8/1996,
1572906,GORYCKA Paula,F,POL,"[""Women's Cross-country""]",5/11/1990,Personal: Andreas Kurmann (SUI)
1572917,LARSSON Victoria,F,SWE,['Skeet Women' 'Skeet Mixed Team'],14/7/1995,
1572918,LEVIN-ANDERSSON Rickard,M,SWE,['Trap Men'],24/4/1991,National: Christer Svensson (SWE)
1572919,LINDGREN Victor,M,SWE,['10m Air Rifle Men' '50m Rifle 3 Positions Men'],16/5/2003,Personal: Anna Benson (SWE)
1572920,MADSEN Marcus,M,SWE,['10m Air Rifle Men' '50m Rifle 3 Positions Men'],17/8/1994,Personal: Anna Benson (SWE)
1572921,SVENSSON Marcus,M,SWE,['Skeet Men' 'Skeet Mixed Team'],22/3/1990,National: Christer Svensson (SWE).<br>Personal: Lars Goran Bjork
1572922,NILSSON Stefan,M,SWE,['Skeet Men'],12/8/1990,National: Therese Lundqvist (SWE).<br>Personal: Anders Dicksson
1572925,LAWNER Stina,F,SWE,['25m Pistol Women'],9/7/1988,
1572928,ANIOLKOWSKI Stanislaw,M,POL,"[""Men's Road Race""]",20/1/1997,
1572937,LUKASIK Krzysztof,M,POL,"[""Men's Cross-country""]",2/11/1993,
1572943,NIEWIADOMA Katarzyna,F,POL,"[""Women's Road Race""]",29/9/1994,
1572944,SKALNIAK-SOJKA Agnieszka,F,POL,"[""Women's Road Race"" ""Women's Individual Time Trial""]",22/4/1997,
1572946,LACH Marta,F,POL,"[""Women's Road Race"" ""Women's Individual Time Trial""]",26/5/1997,
1572951,KWIATKOWSKI Michal,M,POL,"[""Men's Individual Time Trial""]",2/6/1990,
1572953,PIKULIK Daria,F,POL,"[""Women's Madison"" ""Women's Omnium""]",6/1/1997,
1572958,RUDYK Mateusz,M,POL,"[""Men's Keirin"" ""Men's Sprint""]",20/7/1995,National: Igor Krymski (POL)
1572960,LOS Urszula,F,POL,"[""Women's Keirin"" ""Women's Sprint"" ""Women's Team Sprint""]",18/2/1994,National: Daniel Meszka (POL).<br>Club: Adam Sieczkowski (POL)
1572971,GACKA Kinga,F,POL,['4 x 400m Relay Mixed'],25/10/2001,Personal: Iwona Baumgart
1572973,HARATYK Michal,M,POL,"[""Men's Shot Put""]",10/4/1992,
1572975,KAROLEWSKI Marcin,M,POL,"[""Men's 4 x 400m Relay""]",16/12/2002,Marek Rozej (POL)
1572984,KROLIK Kinga,F,POL,"[""Women's 3000m Steeplechase""]",26/9/1999,Personal: Jerzy Wozniak (POL)
1572993,MRZYGLOD Cyprian,M,POL,"[""Men's Javelin Throw""]",2/2/1998,Personal: Miroslaw Piatek (POL)
1572997,POPOWICZ-DRAPALA Marika,F,POL,"[""Women's 4 x 400m Relay"" '4 x 400m Relay Mixed']",28/4/1988,Personal: Jacek Lewandowski (POL)
1573001,RZEZNICZAK Mateusz,M,POL,"[""Men's 4 x 400m Relay"" '4 x 400m Relay Mixed']",23/7/1998,
1573011,SULEK-SCHUBERT Adrianna,F,POL,"[""Women's Heptathlon""]",3/4/1999,Personal: Marek Rzepka (POL)
1573012,SWIETY-ERSETIC Justyna,F,POL,"[""Women's 400m"" ""Women's 4 x 400m Relay"" '4 x 400m Relay Mixed']",3/12/1992,Personal: Aleksander Matusinski (POL)
1573013,SWOBODA Ewa,F,POL,"[""Women's 100m"" ""Women's 4 x 100m Relay""]",26/7/1997,Personal: Iwona Krupa (POL) since the start of career
1573014,SZWED Maksymilian,M,POL,"[""Men's 4 x 400m Relay"" '4 x 400m Relay Mixed']",6/8/2004,Personal: Krzysztof Weglarski (POL)
1573015,SZYMANSKI Jakub,M,POL,"[""Men's 110m Hurdles""]",22/7/2002,Personal: Bernard Werner (POL)
1573017,TOMALA Dawid,M,POL,['Marathon Race Walk Relay Mixed'],27/8/1989,
1573019,WDOWIK Oliwer,M,POL,"[""Men's 100m""]",3/1/2002,Personal: Janusz Mazur (POL)
1573020,WEGNER Dawid,M,POL,"[""Men's Javelin Throw""]",23/4/2000,Personal: Leszek Walczak (POL)
1573025,WRONA-KUTRZEPA Alicja,F,POL,"[""Women's 4 x 400m Relay"" '4 x 400m Relay Mixed']",11/1/1996,Personal: Zbigniew Maksymiuk (POL)
1573030,ZABAWSKA Daria,F,POL,"[""Women's Discus Throw""]",16/4/1995,Personal: Damian Kaminski (POL)
1573035,KARWACKA Marlena,F,POL,"[""Women's Keirin"" ""Women's Sprint"" ""Women's Team Sprint""]",20/2/1997,National: Igor Krymski (POL)
1573036,PETRI Paulina,F,POL,"[""Women's Team Sprint""]",3/2/2000,
1573037,SIBIAK Nikola,F,POL,"[""Women's Keirin"" ""Women's Sprint"" ""Women's Team Sprint""]",21/6/2000,
1573043,BANASZEK Alan,M,POL,"[""Men's Omnium""]",30/10/1997,
1573045,LORKOWSKA Patrycja,F,POL,"[""Women's Madison""]",4/12/1998,
1573046,PIKULIK Wiktoria,F,POL,"[""Women's Madison"" ""Women's Omnium""]",15/6/1998,
1573050,ANDREJCZYK Maria,F,POL,"[""Women's Javelin Throw""]",9/3/1996,Personal: Cezary Wojna (POL)
1573053,BEN HLIMA Maher,M,POL,"[""Men's 20km Race Walk"" 'Marathon Race Walk Relay Mixed']",24/7/1989,Personal: Andrzej Chylinski (POL)
1573055,BOGACZYNSKI Igor,M,POL,['4 x 400m Relay Mixed'],7/11/2003,Personal: Mateusz Gosciniak
1573057,BORKOWSKI Mateusz,M,POL,"[""Men's 800m""]",2/4/1997,Personal: Andrzej Wolkowycki (POL)
1573061,BUKOWIECKI Konrad,M,POL,"[""Men's Shot Put""]",17/3/1997,Personal: Ireneusz Bukowiecki (POL) his father
1573063,CHOJECKA Olga,F,POL,['Marathon Race Walk Relay Mixed'],30/6/1997,Personal: Daniel Chojecki (POL) her husband
1573064,CZYKIER Damian,M,POL,"[""Men's 110m Hurdles""]",10/8/1992,Personal: Mikolaj Justynski (POL) and Krzysztof Stanislawski (POL)
1573079,DUSZYNSKI Kajetan,M,POL,"[""Men's 4 x 400m Relay""]",12/5/1995,Personal: Krzysztof Weglarski (POL)
1573081,ELLWARD Agnieszka,F,POL,['Marathon Race Walk Relay Mixed'],26/3/1989,
1573083,FAJDEK Pawel,M,POL,"[""Men's Hammer Throw""]",4/6/1989,Personal: Szymon Ziolkowski (POL) since 2020
1573084,FORMELLA Aleksandra,F,POL,"[""Women's 4 x 400m Relay"" '4 x 400m Relay Mixed']",27/10/2001,Personal: Pawel Andrzejczak (POL)
1573091,GRZEGORZEWICZ Patryk,M,POL,"[""Men's 4 x 400m Relay""]",26/5/2002,Personal: Piotr Morka (POL)
1573095,HOROWSKA Nikola,F,POL,"[""Women's Long Jump""]",3/1/2001,Personal: Tomasz Saska (POL)
1573098,KACZMAREK Natalia,F,POL,"[""Women's 400m"" ""Women's 4 x 400m Relay""]",17/1/1998,Personal: Marek Rozej (POL)
1573100,KARDASZ Klaudia,F,POL,"[""Women's Shot Put""]",2/5/1996,Personal: Andrzej Naszko (POL) her partner
1573102,KILJAN Krzysztof,M,POL,"[""Men's 110m Hurdles""]",30/12/1999,Personal: Maciej Wojtkowski (POL)
1573107,KOMANSKI Albert,M,POL,"[""Men's 200m""]",7/2/2000,Personal: Janusz Mazur (POL)
1573120,KONIECZEK Aneta,F,POL,"[""Women's 3000m Steeplechase""]",8/6/1997,Personal: Artur Walczak-Mortezaei (POL)
1573121,KONIECZEK Alicja,F,POL,"[""Women's 3000m Steeplechase""]",2/11/1994,Personal: Ben Fletcher (husband USA)
1573123,KOPRON Malwina,F,POL,"[""Women's Hammer Throw""]",16/11/1994,Personal: Witold Kopron (POL) her grandfather
1573124,KOTWILA Martyna,F,POL,"[""Women's 200m""]",13/1/1999,Personal: Bozena Jadczak (POL)
1573126,KRUKOWSKI Marcin,M,POL,"[""Men's Javelin Throw""]",14/6/1992,Personal: Michal Krukowski (POL) his father
1573127,KUS Anastazja,F,POL,"[""Women's 4 x 400m Relay""]",11/5/2007,Bronislawa Ludwichowska (POL)
1573134,LISEK Piotr,M,POL,"[""Men's Pole Vault""]",16/8/1992,Personal: Marcin Szczepanski (POL)
1573135,LISOWSKA Aleksandra,F,POL,"[""Women's Marathon""]",12/12/1990,Personal: Jacek Wosiek (POL)
1573136,LIZAKOWSKA Weronika,F,POL,"[""Women's 1500m""]",2/11/1998,Personal: Wojciech Poblocki (POL)
1573138,MACH Angelika,F,POL,"[""Women's Marathon""]",7/9/1991,Personal: Jacek Kostrzeba (POL)
1573154,NIEMCZYK Magdalena,F,POL,"[""Women's 4 x 100m Relay""]",25/3/2003,
1573157,NOWICKI Wojciech,M,POL,"[""Men's Hammer Throw""]",22/2/1989,Personal: Joanna Fiodorow (POL)
1573164,PLOCINSKA Aleksandra,F,POL,"[""Women's 1500m""]",5/10/1999,Personal: Wieslaw Paradowski (POL)
1573166,RAK Fili,M,POL,"[""Men's 1500m""]",3/2/2003,Personal: Zbigniew Krol (POL)
1573167,ROMASZKO Monika,F,POL,"[""Women's 4 x 100m Relay""]",13/4/2002,
1573171,SKRZYSZOWSKA Pia,F,POL,"[""Women's 100m Hurdles""]",20/4/2001,Personal: Jaroslaw Skrzyszowski (POL) her father
1573173,SOBERA Robert,M,POL,"[""Men's Pole Vault""]",19/1/1991,Personal: Dariusz Los (POL)
1573174,SOLTYSIAK Daniel,M,POL,"[""Men's 4 x 400m Relay""]",6/9/2001,Personal: Marek Rozej (POL)
1573175,STEFANOWICZ Magdalena,F,POL,"[""Women's 100m"" ""Women's 4 x 100m Relay""]",21/9/2000,Personal: Krzysztof Kotula (POL)
1573178,TSIMANOUSKAYA Krystsina,F,POL,"[""Women's 200m"" ""Women's 4 x 100m Relay""]",19/11/1996,Personal: Maciej Wojtkowski (POL)
1573181,WIELGOSZ Anna,F,POL,"[""Women's 800m""]",9/11/1993,Personal: Jacek Kostrzeba (POL)
1573183,WLODARCZYK Anita,F,POL,"[""Women's Hammer Throw""]",8/8/1985,Personal: Ivica Jakelic (CRO)
1573185,ZALEWSKI Karol,M,POL,"[""Men's 4 x 400m Relay"" '4 x 400m Relay Mixed']",7/8/1993,Personal: Jakub Ogonowski (POL)
1573186,ZDZIEBLO Katarzyna,F,POL,"[""Women's 20km Race Walk""]",28/11/1996,Personal: Krzysztof Kisiel (POL)
1573188,ZODZIK Maria,F,POL,"[""Women's High Jump""]",19/1/1997,Personal: Robert Nazarkiewicz (POL)
1573198,MANSSON Tilda,F,SWE,"[""Women's Individual""]",13/5/2004,Personal (brother): Hampus Mï¿½ï¿½ï¿½ï¿½ï
1573388,VICTOR Lindon,M,GRN,"[""Men's Decathlon""]",28/2/1993,Personal: Chris Huffins (USA) two-time Olympian and 2000 bronze medallist
1573418,PETERS Anderson,M,GRN,"[""Men's Javelin Throw""]",21/10/1997,Personal: Paul Phillip (GRN)
1573439,AYAYI Valeriane,F,FRA,['Women'],29/4/1994,Club: Natalia Hejkova (CZE).<br>National: Jean-Aime Toupane (FRA)
1573440,BADIANE Marieme,F,FRA,['Women'],24/11/1994,National: Jean-Aime Toupane (FRA).<br>Club: Valerie Garnier (FRA)
1573441,BERNIES Romane,F,FRA,['Women'],27/6/1993,National: Jean-Aime Toupane (FRA).<br>Club: Valery Demory (FRA)
1573442,CHERY Alexia,F,FRA,['Women'],5/9/1998,National: Jean-Aime Toupane (FRA).<br>Club: David Gautier (FRA)
1573445,FAUTHOUX Marine,F,FRA,['Women'],23/1/2001,National: Jean-Aime Toupane (FRA).<br>Club: David Gautier (FRA)
1573448,JOHANNES Marine,F,FRA,['Women'],21/1/1995,National: Jean-Aime Toupane (FRA).<br>Club: David Gautier (FRA)
1573449,LACAN Leila,F,FRA,['Women'],2/6/2004,National: Jean-Aimï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿
1573451,MALONGA Dominique,F,FRA,['Women'],16/11/2005,National: Jean-Aimï¿½ï¿½ï¿½ï¿½ï¿½ï
1573452,MICHEL BOURY Sarah,F,FRA,['Women'],10/1/1989,National: Jean-Aime Toupane (FRA).<br>Club: Olivier Lafargue (FRA)
1573454,RUPERT Iliana,F,FRA,['Women'],12/7/2001,National: Jean-Aime Toupane (FRA).<br>Club: Pierre Vincent (FRA)
1573455,SALAUN Janelle,F,FRA,['Women'],5/9/2001,National: Jean-Aime Toupane (FRA).<br>Club: Rachid Meziane (FRA)
1573457,WILLIAMS Gabby,F,FRA,['Women'],9/9/1996,National: Jean-Aime Toupane (FRA).<br>Club: David Gautier (FRA)
1573481,DIARRA Lassine,M,MLI,['Men'],11/11/2002,National: Badra Alou Diallo (MLI)
1573627,ALBICY Andrew,M,FRA,['Men'],21/3/1990,National: Vincent Collet (FRA).<br>Club: Jaka Lakovic (SLO)
1573628,BATUM Nicolas,M,FRA,['Men'],14/12/1988,National: Vincent Collet (FRA).<br>Club: Nick Nurse (USA)
1573630,de COLO Nando,M,FRA,['Men'],23/6/1987,br>National: Vincent Collet (FRA)
1573632,FOURNIER Evan,M,FRA,['Men'],29/10/1992,National: Vincent Collet (FRA).<br>Club: Monty Williams (USA)
1573633,GOBERT Rudy,M,FRA,['Men'],26/6/1992,Club: Chris Finch (USA)<br>National: Vincent Collet (FRA)
1573634,LESSORT Mathias,M,FRA,['Men'],29/9/1995,National: Vincent Collet (FRA)
1573636,NTILIKINA Frank,M,FRA,['Men'],28/7/1998,"National: Vincent Collet (FRA).<br>Club: Zelimir ""Zeljko"" Obradovic (SRB)"
1573638,YABUSELE Guerschon,M,FRA,['Men'],17/12/1995,National: Vincent Collet (FRA).<br>Club: Chus Mateo (ESP)
1573639,WEMBANYAMA Victor,M,FRA,['Men'],4/1/2004,National: Vincent Collet (FRA).<br>Club: Gregg Popovich (USA)
1573640,CORDINIER Isaia,M,FRA,['Men'],28/11/1996,National: Vincent Collet (FRA).<br>Club: Luca Banchi (ITA)
1573642,COULIBALY Bilal,M,FRA,['Men'],26/7/2004,National: Vincent Collet (FRA).<br>Club: Brian Keefe
1573660,STRAZEL Matthew,M,FRA,['Men'],5/8/2002,National: Vincent Collet (FRA)
1573878,STENSILS Linnea,F,SWE,"[""Women's Kayak Single 500m"" ""Women's Kayak Double 500m""]",8/3/1994,
1573879,NATHELL Martin,M,SWE,"[""Men's Kayak Single 1000m""]",18/1/1995,
1573880,ANDERSSON Melina,F,SWE,"[""Women's Kayak Single 500m""]",27/7/1999,
1573881,WIKBERG Moa,F,SWE,"[""Women's Kayak Double 500m""]",25/5/1994,
1574031,HAZZARD Halle,F,GRN,"[""Women's 100m""]",4/2/1999,
1574041,BRIZARD Antoine,M,FRA,['Men'],22/5/1994,National: Andrea Giani (ITA)
1574043,CARLE Timothee,M,FRA,['Men'],30/11/1995,
1574045,CHINENYEZE Barthelemy,M,FRA,['Men'],28/2/1998,National: Andrea Giani (ITA)
1574046,CLEVENOT Trevor,M,FRA,['Men'],28/6/1994,National: Andrea Giani (ITA)
1574048,FAURE Theo,M,FRA,['Men'],12/10/1999,National: Andrea Giani (ITA)
1574049,GREBENNIKOV Jenia,M,FRA,['Men'],13/8/1990,National: Andrea Giani (ITA)
1574055,JOUFFROY Quentin,M,FRA,['Men'],5/7/1993,National: Andrea Giani (ITA)
1574057,le GOFF Nicolas,M,FRA,['Men'],15/2/1992,National: Andrea Giani (ITA)
1574058,LOUATI Yacine,M,FRA,['Men'],4/3/1992,National: Andrea Giani (ITA)
1574060,NGAPETH Earvin,M,FRA,['Men'],12/2/1991,National: Andrea Giani (ITA)
1574061,PATRY Jean,M,FRA,['Men'],27/12/1996,National: Andrea Giani (ITA)
1574065,TILLIE Kevin,M,FRA,['Men'],2/11/1990,National: Andrea Giani (ITA)
1574067,TONIUTTI Benjamin,M,FRA,['Men'],30/10/1989,National: Andrea Giani (ITA)
1574106,GROBBELAAR Christie,M,RSA,['Men'],25/5/2000,National: Philip Snyman (RSA)
1574107,OOSTHUIZEN Ryan,M,RSA,['Men'],22/5/1995,National: Philip Snyman (RSA)
1574108,VISSER Impi,M,RSA,['Men'],30/5/1995,National: Philip Snyman (RSA)
1574109,DAVIDS Zain,M,RSA,['Men'],4/5/1997,National: Philip Snyman (RSA)
1574111,PRETORIUS Tiaan,M,RSA,['Men'],19/2/2001,National: Philip Snyman (RSA)
1574112,BROWN Ronald,M,RSA,['Men'],2/9/1995,
1574114,WILLIAMS Shaun,M,RSA,['Men'],13/4/1998,National: Philip Snyman (RSA)
1574118,SOYIZWAPI Siviwe,M,RSA,['Men'],7/12/1992,National: Philip Snyman (RSA)
1574119,van WYK Shilton,M,RSA,['Men'],22/12/1999,National: Philip Snyman (RSA)
1574121,SPECMAN Rosko,M,RSA,['Men'],28/4/1989,National: Philip Snyman (RSA)
1574134,LEYDS Tristan,M,RSA,['Men'],24/5/1997,National: Philip Snyman (RSA)
1584754,ORTEGA Alejandra,F,MEX,"[""Women's 20km Race Walk""]",8/7/1994,Personal: Raul Gonzalez (MEX) 1984 Olympic 50km race walk champion
1622745,MERCADO MARTINEZ Yarimar,F,PUR,['10m Air Rifle Women' '50m Rifle 3 Positions Women'],12/3/1995,National/personal: Ashley MacAllister
1677082,BEDDOES Alex,M,COK,"[""Men's 800m""]",9/7/1995,
1678091,CONNOLLY Lanihei,F,COK,"[""Women's 100m Breaststroke""]",30/12/2005,Personal: Chris Mooney (AUS)
1733666,PINEIRO Steven,M,PUR,"[""Men's Park""]",17/11/1996,
1777739,TRAN Thi Nhi Yen,F,VIE,"[""Women's 100m""]",9/7/2005,
1786884,JUN Woongtae,M,KOR,"[""Men's Individual""]",1/8/1995,Personal: Yoon Il-Mo (KOR).<br>National: Choi Eun-Jong (KOR)
1786890,KIM Sunwoo,F,KOR,"[""Women's Individual""]",7/10/1996,
1786899,SEO Changwan,M,KOR,"[""Men's Individual""]",14/3/1997,
1786902,SEONG Seungmin,F,KOR,"[""Women's Individual""]",13/5/2003,
1794307,TRINH Thu Vinh,F,VIE,['10m Air Pistol Women' '25m Pistol Women'],21/9/2000,National: Park Chung-gun (KOR).<br>Club: Nguyen Thu Van (VIE)
1795986,LE Thi Mong Tuyen,F,VIE,['10m Air Rifle Women'],22/2/2003,National: Park Chung Gun (KOR).<br>Personal: Nguyen Duy Hoang (VIE)
1800795,LIN Yun-Ju,M,TPE,"[""Men's Singles"" ""Men's Team"" 'Mixed Doubles']",17/8/2001,National: Chiang Peng-Lung (TPE)
1801876,CHUANG Chih-Yuan,M,TPE,"[""Men's Team""]",2/4/1981,
1803711,KAO Cheng-Jui,M,TPE,"[""Men's Singles"" ""Men's Team""]",25/12/2004,
1812512,CHENG I-Ching,F,TPE,"[""Women's Singles"" ""Women's Team""]",15/2/1992,Personal: Zheng Jiaqi
1814043,CHEN Szu-Yu,F,TPE,"[""Women's Team"" 'Mixed Doubles']",1/8/1993,
1822208,CHIEN Tung-Chuan,F,TPE,"[""Women's Singles"" ""Women's Team""]",1/1/2002,
1878037,TANG Chia-Hung,M,TPE,"['Men' ""Men's Horizontal Bar""]",23/9/1996,Club: Weng Shih-Hang (TPE).<br>National: Lin Yu-Hsin (TPE)
1878186,TING Hua-Tien,F,TPE,"['Women' ""Women's Balance Beam""]",11/10/2002,Personal: Tsai Heng-Cheng
1878329,TSAO Chia Yi,F,TPE,"[""Women's Doubles""]",2/12/2003,
1878345,THOMSEN Marcus,M,NOR,"[""Men's Shot Put""]",7/1/1998,
1878346,HENRIKSEN Eivind,M,NOR,"[""Men's Hammer Throw""]",14/9/1990,Personal: Paul Andre Solberg (NOR)
1878347,IUEL Amalie,F,NOR,"[""Women's 400m Hurdles"" ""Women's 4 x 400m Relay""]",17/4/1994,Personal: Leif Olav Alnes (NOR)
1878348,JAEGER Henriette,F,NOR,"[""Women's 400m"" ""Women's 4 x 400m Relay""]",30/6/2003,Personal: Unn Merete Lie Jï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿
1878349,MOEN Sondre Nordstad,M,NOR,"[""Men's Marathon""]",12/1/1991,Personal: Renato Canova (ITA)
1878353,ROOTH Markus,M,NOR,"[""Men's Decathlon""]",22/12/2001,Personal: Espen Rooth (NOR) his father
1878357,RETZIUS Lene Onsrud,F,NOR,"[""Women's Pole Vault""]",4/1/1996,Personal: Anatoly Gordienko (RUS) since 2018
1878358,KLOSTER Line,F,NOR,"[""Women's 400m Hurdles"" ""Women's 4 x 400m Relay""]",27/2/1990,Personal: Petar Vukicevic (NOR)
1878359,GUTTORMSEN Simen,M,NOR,"[""Men's Pole Vault""]",19/1/2001,Personal: Atle Guttormsen (NOR) his father
1878360,GUTTORMSEN Sondre,M,NOR,"[""Men's Pole Vault""]",1/6/1999,Personal: Atle Guttormsen (NOR) father
1878365,MEZNGI Zerei Kbrom,M,NOR,"[""Men's Marathon""]",12/1/1986,Personal: Asle Tjelta (NOR)
1878368,INGVALDSEN Havard Bentdal,M,NOR,"[""Men's 400m""]",21/9/2002,Personal: Mari Ann Bentdal (NOR) mother
1878369,GROVDAL Karoline Bjerkeli,F,NOR,"[""Women's 5000m""]",14/6/1990,Personal: Knut Jaeger Hansen (NOR) since 2019
1878373,LILLEFOSSE Pal Haugen,M,NOR,"[""Men's Pole Vault""]",4/6/2001,Personal: Bjorn Age Herdlevaer (NOR)
1878374,MARDAL Thomas,M,NOR,"[""Men's Hammer Throw""]",16/4/1997,Personal: Paul Solberg (NOR)
1878375,SKOTHEIM Sander,M,NOR,"[""Men's Decathlon""]",31/5/2002,Personal: Eirik Roe (NOR) Thomas Rosvold (shot and discus NOR) Andreas Thorkildsen (javelin NOR) Yoann Rouzieres (pole vault FRA)
1878383,MOL Anders Berntsen,M,NOR,['Men'],2/7/1997,Personal: Kare Mol (NOR) his father
1878386,SOERUM Christian Sandlie,M,NOR,['Men'],3/12/1995,Personal: Kaare Mol (NOR) his partner Mol's father
1878388,HOFSTAD Sunniva,F,NOR,"[""Women's 75kg""]",17/7/2004,Personal: Ole-Arne Naesgard (NOR). <br>Frode Moen (NOR sports psychologist) Axel Wickstrom (NOR basis coach) Sindre Osteras (NOR strength and conditioning) Andrea Naess (NOR nutritionist)
1878389,SHIHA Omar,M,NOR,"[""Men's +92kg""]",3/2/1999,Club: Max Mankowitz (NOR)
1878394,AMUNDSEN Kristine Strand,F,NOR,"[""Women's Kayak Four 500m""]",26/4/1998,Personal: Octavian Ispas (ROU)
1878395,SLETSJOEE Anna Margrete,F,NOR,"[""Women's Kayak Double 500m"" ""Women's Kayak Four 500m""]",22/12/1997,Personal: Octavian Ispas (ROU)
1878397,VIRIK Maria,F,NOR,"[""Women's Kayak Double 500m"" ""Women's Kayak Four 500m""]",4/12/1999,Personal: Octavian Ispas (ROU)
1878398,ORITSLAND Hedda,F,NOR,"[""Women's Kayak Single 500m"" ""Women's Kayak Four 500m""]",8/1/1999,Personal: Octavian Ispas (ROU)
1878403,ROEHME Knut,M,NOR,"[""Men's Cross-country""]",25/9/1999,
1878406,WAERENSKJOLD Soeren,M,NOR,"[""Men's Road Race"" ""Men's Individual Time Trial""]",12/3/2000,
1878412,EDSETH Marte Berg,F,NOR,"[""Women's Road Race""]",6/10/1998,
1878413,FOSS Tobias,M,NOR,"[""Men's Road Race"" ""Men's Individual Time Trial""]",25/5/1997,
1878414,GASKJENN Ingvild,F,NOR,"[""Women's Road Race""]",1/7/1998,
1878415,STENBERG Anita,F,NOR,"[""Women's Omnium""]",28/8/1992,Personal/National: Kenneth Berner (DEN)
1878416,TUXEN Helle,F,NOR,"[""Women's 3m Springboard""]",4/9/2001,
1878418,FREESE Isabel,F,NOR,['Dressage Individual'],19/1/1979,Holga Finken (GER)
1878420,GULLIKSEN Victoria,F,NOR,['Jumping Individual'],23/2/1992,
1878424,STAVNAR Madelene,F,NOR,"[""Women's Individual Stroke Play""]",9/12/2000,
1878425,BORGE Celine,F,NOR,"[""Women's Individual Stroke Play""]",5/8/1998,
1878428,HOVLAND Viktor,M,NOR,"[""Men's Individual Stroke Play""]",18/9/1997,
1878430,BJOERNSEN Kristian,M,NOR,['Men'],10/1/1989,National: Jonas Wille (NOR).<br>Club: Stefan Madsen (DEN)
1878437,BARTHOLD Sebastian Hein,M,NOR,['Men'],27/8/1991,National: Jonas Wille (NOR).<br>Club: Stefan Madsen (DEN)
1878439,LYSE Simen Ulstad,M,NOR,['Men'],1/2/2000,National: Jonas Wille (NOR).<br>Club: Christian Berge (NOR)
1878442,BERGERUD Torbjoern Sittru,M,NOR,['Men'],16/7/1994,National: Jonas Wille (NOR).<br>Club: Christian Berge (NOR)
1878443,OEVERBY Petter,M,NOR,['Men'],26/3/1992,National: Jonas Wille (NOR).<br>Club: Filip Jicha (CZE)
1878450,REINKIND Harald,M,NOR,['Men'],17/8/1992,National: Jonas Wille (NOR).<br>Club: Filip Jicha (CZE)
1878453,GROENDAHL Tobias Schjoelberg,M,NOR,['Men'],22/1/2001,National: Jonas Wille (NOR).<br>Club: Borge Lund (NOR)
1878454,SAEVERAAS Kristian Skinstad,M,NOR,['Men'],22/6/1996,National: Jonas Wille (NOR).<br>Club: Andre Haber (GER)
1878456,GULLERUD Magnus,M,NOR,['Men'],13/11/1991,National: Jonas Wille (NOR).<br>Club: Christian Berge (NOR)
1878461,SAGOSEN Sander,M,NOR,['Men'],14/9/1995,National: Jonas Wille (NOR).<br>Club: Christian Berge (NOR) / Stian Gomo (NOR)
1878464,AGA Vetle Eck,M,NOR,['Men'],4/10/1993,National: Jonas Wille (NOR).<br>Club: Christian Berge (NOR)
1878465,BLONZ Alexandre Christoffersen,M,NOR,['Men'],17/4/2000,National: Jonas Wille (NOR).<br>Club: Ian Marko Fog (DEN)
1878481,SETTERBLOM Gabriel Ask,M,NOR,['Men'],22/11/1997,National: Jonas Wille (NOR).<br>Club: Christian Berge (NOR)
1878486,MOERK Nora,F,NOR,['Women'],5/4/1991,National: Thorir Hergeirsson (ISL).<br>Club: Jesper Jensen (DEN)
1878487,HERREM Camilla,F,NOR,['Women'],8/10/1986,National: Thorir Hergeirsson (ISL).<br>Club: Steffen Stegavik (NOR)
1878490,RUSHFELDT DEILA Thale,F,NOR,['Women'],15/1/2000,National: Thorir Hergeirsson (ISL).<br>Club: Ole Gustav Gjekstad (NOR)
1878492,SOLBERG-OESTHASSEL Silje,F,NOR,['Women'],16/6/1990,National: Thorir Hergeirsson (ISL).<br>Club: Per Johansson (SWE)
1878493,INGSTAD Vilde,F,NOR,['Women'],18/12/1994,National: Thorir Hergeirsson (ISL).<br>Club: Adrian Vasile (ROU)
1878494,DAVIDSEN Marie,F,NOR,['Women'],20/8/1993,National: Thorir Hergeirsson (ISL).<br>Club: Iulia Curea (ROU)
1878495,REISTAD Henny,F,NOR,['Women'],9/2/1999,National: Thorir Hergeirsson (ISL)
1878496,SKOGRAND Stine,F,NOR,['Women'],3/3/1993,National: Thorir Hergeirsson (ISL).<br>Club: Kasper Christensen (DEN)
1878500,SOLBERG-ISAKSEN Sanna,F,NOR,['Women'],16/6/1990,National: Thorir Hergeirsson (ISL).<br>Club: Jesper Jensen (DEN)
1878501,JACOBSEN Marit,F,NOR,['Women'],25/2/1994,National: Thorir Hergeirsson (ISL).<br>Club: Jesper Jensen (DEN)
